,_id,uuid,user_id,session_id,page,timestamp,key_stroke,zoom_level,lng,lat,stats,timestamp_pst
0,{'$oid': '662977f51437491ce5eb3321'},2bf2bd00-9d91-446f-b45e-e68130d9ebf1,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:21:56.836000+00:00,Tab,4.0,-98.5795,39.8283,,2024-04-24 14:21:56.836000-07:00
1,{'$oid': '662977f71437491ce5eb3322'},34279031-320a-4c0a-8d92-ae3f79090574,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:21:58.438000+00:00,m,4.0,-98.5795,39.8283,Now interacting with the map.,2024-04-24 14:21:58.438000-07:00
2,{'$oid': '662978671437491ce5eb3323'},e28bb5ee-4639-42cb-ae8c-f177f1a41d6e,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:23:50.517000+00:00,i,4.0,-98.5795,39.8283,"In the current view:

Percentage of transit commuters is high in the top-right, and the top-left.

Percentage of transit commuters is low in the bottom-right.

The average percentage of transit commuters is 2.5%.

The state with the highest percentage of transit commuters is District of Columbia, with 25.5% of people who take transit to work.

The state with the lowest percentage of transit commuters is Mississippi, with 0.3% of people who take transit to work.

Press l to hear the boundary of the current view.

Press m to interact with the map.",2024-04-24 14:23:50.517000-07:00
3,{'$oid': '662978761437491ce5eb3324'},c9ac39aa-b30e-404a-9c54-0493cc82bbf6,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:05.623000+00:00,l,4.0,-98.5795,39.8283,"The current view is bounded by British Columbia, Canada on the top-left, Quebec, Canada on the top-right, Hamilton city, Bermuda on the bottom-right, and California, US on the bottom-left.

Press b to go back.

Press m to interact with the map.",2024-04-24 14:24:05.623000-07:00
4,{'$oid': '662978851437491ce5eb3325'},72afed1f-fd1f-41de-ad10-3b927a9ea619,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:20.989000+00:00,ArrowUp,4.0,-98.5795,39.8283,"The current view is bounded by British Columbia, Canada on the top-left, Quebec, Canada on the top-right, Hamilton city, Bermuda on the bottom-right, and California, US on the bottom-left.

Press b to go back.

Press m to interact with the map.",2024-04-24 14:24:20.989000-07:00
5,{'$oid': '6629788b1437491ce5eb3326'},dc456210-14ad-4406-9303-d24cedc5571f,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:26.242000+00:00,=,4.0,-98.5795,43.119768021215066,"Moved up, centered on South Dakota.

Press i to get more information.",2024-04-24 14:24:26.242000-07:00
6,{'$oid': '662978911437491ce5eb3327'},d571b450-9119-4b67-99f2-9f8d82f5e219,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:32.187000+00:00,ArrowUp,5.0,-98.5795,43.119768021215066,"Zoomed in, now at state level, centered on South Dakota.

Press i to get more information.",2024-04-24 14:24:32.187000-07:00
7,{'$oid': '662978951437491ce5eb3328'},bd2dde65-5687-4b70-b38d-6900ad5af649,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:36.505000+00:00,ArrowUp,5.0,-98.5795,44.70256954018299,"Moved up, centered on South Dakota.

Press i to get more information.",2024-04-24 14:24:36.505000-07:00
8,{'$oid': '662978991437491ce5eb3329'},1ec36757-5b86-4b14-857a-7afe3e25d9ae,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:40.406000+00:00,ArrowUp,5.0,-98.5795,46.24325177628336,"Moved up, centered on North Dakota.

Press i to get more information.",2024-04-24 14:24:40.406000-07:00
9,{'$oid': '6629789b1437491ce5eb332a'},c69b04b6-d49f-4670-9f59-ebea13a42092,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:42.766000+00:00,ArrowRight,5.0,-98.5795,47.74185128641807,"Moved up, centered on North Dakota.

Press i to get more information.",2024-04-24 14:24:42.766000-07:00
10,{'$oid': '6629789e1437491ce5eb332b'},4df4c1fe-4299-4ea7-9915-3bbffa92268a,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:45.982000+00:00,ArrowUp,5.0,-96.38223437500017,47.74185128641807,"Moved right, centered on Minnesota.

Press i to get more information.",2024-04-24 14:24:45.982000-07:00
11,{'$oid': '662978a01437491ce5eb332c'},d27bdc12-c8db-46eb-9b6a-e8778c858f9d,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:47.749000+00:00,ArrowRight,5.0,-96.38223437500017,47.807510227186356,"Moved up, centered on Minnesota.

Press i to get more information.",2024-04-24 14:24:47.749000-07:00
12,{'$oid': '662978a31437491ce5eb332d'},449ea5e5-a4be-43bf-9320-f60c402954a8,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:50.029000+00:00,ArrowRight,5.0,-94.18496875000028,47.807510227186356,"Moved right, centered on Minnesota.

Press i to get more information.",2024-04-24 14:24:50.029000-07:00
13,{'$oid': '662978a41437491ce5eb332e'},2020cb60-cb9c-4a24-94de-479780d88b52,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:51.917000+00:00,ArrowRight,5.0,-91.9877031250004,47.807510227186356,"Moved right, centered on Minnesota.

Press i to get more information.",2024-04-24 14:24:51.917000-07:00
14,{'$oid': '662978ab1437491ce5eb332f'},efb52a0c-122c-44dc-8568-dbf83f748c38,user5,33fd66d1-1561-4cb2-b3e4-7c553232e302,transit,2024-04-24 21:24:58.958000+00:00,ArrowDown,5.0,-89.79043750000051,47.807510227186356,"Moved right, centered on Minnesota.

Press i to get more information.",2024-04-24 14:24:58.958000-07:00
