Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008
"53001950100","Census Tract 9501, Adams County, Washington","wa","140","00",,,,"53","001",,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9501",,,,1013,836,715,121,0,0,0,72,26,79
"53001950200","Census Tract 9502, Adams County, Washington","wa","140","00",,,,"53","001",,,"950200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9502",,,,875,777,683,94,0,0,0,44,12,42
"53001950301","Census Tract 9503.01, Adams County, Washington","wa","140","00",,,,"53","001",,,"950301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9503.01",,,,524,524,426,98,0,0,0,0,0,0
"53001950302","Census Tract 9503.02, Adams County, Washington","wa","140","00",,,,"53","001",,,"950302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9503.02",,,,1202,1100,803,297,0,0,0,32,67,3
"53001950303","Census Tract 9503.03, Adams County, Washington","wa","140","00",,,,"53","001",,,"950303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9503.03",,,,1179,1036,864,172,0,0,0,0,16,127
"53001950400","Census Tract 9504, Adams County, Washington","wa","140","00",,,,"53","001",,,"950400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9504",,,,946,829,699,130,0,0,0,58,0,59
"53001950500","Census Tract 9505, Adams County, Washington","wa","140","00",,,,"53","001",,,"950500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9505",,,,2311,2091,1690,401,6,0,7,53,38,116
"53003960100","Census Tract 9601, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9601",,,,1754,1533,1405,128,0,9,0,13,0,199
"53003960200","Census Tract 9602, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9602",,,,2193,1758,1596,162,0,0,0,0,0,435
"53003960300","Census Tract 9603, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9603",,,,1482,1371,1261,110,8,0,14,65,13,11
"53003960400","Census Tract 9604, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9604",,,,858,790,683,107,1,0,0,0,7,60
"53003960500","Census Tract 9605, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9605",,,,1559,1381,1203,178,0,0,0,102,0,76
"53003960600","Census Tract 9606, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9606",,,,1454,1198,1171,27,2,0,8,50,0,196
"53005010100","Census Tract 101, Benton County, Washington","wa","140","00",,,,"53","005",,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 101",,,,2306,1705,1576,129,111,0,38,45,19,388
"53005010201","Census Tract 102.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"010201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 102.01",,,,2948,2393,2155,238,65,0,0,22,31,437
"53005010203","Census Tract 102.03, Benton County, Washington","wa","140","00",,,,"53","005",,,"010203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 102.03",,,,2201,1808,1595,213,0,0,0,129,0,264
"53005010204","Census Tract 102.04, Benton County, Washington","wa","140","00",,,,"53","005",,,"010204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 102.04",,,,1397,1337,1193,144,0,0,18,11,0,31
"53005010300","Census Tract 103, Benton County, Washington","wa","140","00",,,,"53","005",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 103",,,,2679,2266,2068,198,51,0,0,64,16,282
"53005010400","Census Tract 104, Benton County, Washington","wa","140","00",,,,"53","005",,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 104",,,,1738,1588,1421,167,0,10,0,23,0,117
"53005010500","Census Tract 105, Benton County, Washington","wa","140","00",,,,"53","005",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 105",,,,1472,1205,1040,165,30,0,15,0,0,222
"53005010600","Census Tract 106, Benton County, Washington","wa","140","00",,,,"53","005",,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 106",,,,1922,1702,1515,187,0,0,0,99,0,121
"53005010701","Census Tract 107.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"010701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.01",,,,1003,839,708,131,0,8,0,8,6,142
"53005010703","Census Tract 107.03, Benton County, Washington","wa","140","00",,,,"53","005",,,"010703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.03",,,,1752,1552,1219,333,33,35,0,0,7,125
"53005010705","Census Tract 107.05, Benton County, Washington","wa","140","00",,,,"53","005",,,"010705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.05",,,,2815,2442,2290,152,20,0,0,25,13,315
"53005010707","Census Tract 107.07, Benton County, Washington","wa","140","00",,,,"53","005",,,"010707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.07",,,,1711,1406,1276,130,0,0,0,6,0,299
"53005010708","Census Tract 107.08, Benton County, Washington","wa","140","00",,,,"53","005",,,"010708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.08",,,,1776,1420,1309,111,0,15,0,22,26,293
"53005010807","Census Tract 108.07, Benton County, Washington","wa","140","00",,,,"53","005",,,"010807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.07",,,,679,582,500,82,0,0,0,9,0,88
"53005010809","Census Tract 108.09, Benton County, Washington","wa","140","00",,,,"53","005",,,"010809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.09",,,,2950,2563,2362,201,0,0,0,150,16,221
"53005010810","Census Tract 108.10, Benton County, Washington","wa","140","00",,,,"53","005",,,"010810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.10",,,,2430,1981,1683,298,0,15,12,0,0,422
"53005010811","Census Tract 108.11, Benton County, Washington","wa","140","00",,,,"53","005",,,"010811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.11",,,,2580,2150,2102,48,0,0,0,0,0,430
"53005010814","Census Tract 108.14, Benton County, Washington","wa","140","00",,,,"53","005",,,"010814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.14",,,,2238,1945,1803,142,0,0,0,0,11,282
"53005010815","Census Tract 108.15, Benton County, Washington","wa","140","00",,,,"53","005",,,"010815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.15",,,,4206,3577,3073,504,0,0,38,0,0,591
"53005010816","Census Tract 108.16, Benton County, Washington","wa","140","00",,,,"53","005",,,"010816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.16",,,,2464,2357,2143,214,30,0,0,0,18,59
"53005010817","Census Tract 108.17, Benton County, Washington","wa","140","00",,,,"53","005",,,"010817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.17",,,,2895,2509,2327,182,19,0,0,0,31,336
"53005010818","Census Tract 108.18, Benton County, Washington","wa","140","00",,,,"53","005",,,"010818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.18",,,,1695,1355,1299,56,0,0,0,0,0,340
"53005010819","Census Tract 108.19, Benton County, Washington","wa","140","00",,,,"53","005",,,"010819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.19",,,,1613,1333,1244,89,0,0,0,24,9,247
"53005010820","Census Tract 108.20, Benton County, Washington","wa","140","00",,,,"53","005",,,"010820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.20",,,,2009,1616,1537,79,0,0,24,0,0,369
"53005010901","Census Tract 109.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"010901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 109.01",,,,2650,2357,2258,99,123,20,0,0,0,150
"53005010902","Census Tract 109.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"010902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 109.02",,,,2544,2366,1918,448,69,0,0,28,0,81
"53005011001","Census Tract 110.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 110.01",,,,2623,2393,2246,147,0,18,0,41,0,171
"53005011002","Census Tract 110.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 110.02",,,,2373,2206,1748,458,14,0,8,52,8,85
"53005011100","Census Tract 111, Benton County, Washington","wa","140","00",,,,"53","005",,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 111",,,,3267,2953,2586,367,24,0,4,0,18,268
"53005011201","Census Tract 112.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 112.01",,,,1759,1660,1403,257,16,0,0,0,31,52
"53005011202","Census Tract 112.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 112.02",,,,950,744,616,128,85,0,0,0,0,121
"53005011300","Census Tract 113, Benton County, Washington","wa","140","00",,,,"53","005",,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 113",,,,1994,1866,1384,482,2,0,0,52,1,73
"53005011401","Census Tract 114.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 114.01",,,,1727,1556,1347,209,40,0,8,0,15,108
"53005011402","Census Tract 114.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 114.02",,,,2473,2105,1760,345,22,8,0,28,0,310
"53005011501","Census Tract 115.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 115.01",,,,2808,2525,2193,332,0,0,10,30,0,243
"53005011504","Census Tract 115.04, Benton County, Washington","wa","140","00",,,,"53","005",,,"011504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 115.04",,,,1312,1167,1093,74,0,0,0,13,0,132
"53005011505","Census Tract 115.05, Benton County, Washington","wa","140","00",,,,"53","005",,,"011505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 115.05",,,,1833,1734,1338,396,0,0,0,0,0,99
"53005011506","Census Tract 115.06, Benton County, Washington","wa","140","00",,,,"53","005",,,"011506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 115.06",,,,3682,3323,3101,222,0,0,0,51,0,308
"53005011600","Census Tract 116, Benton County, Washington","wa","140","00",,,,"53","005",,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 116",,,,442,305,268,37,29,0,0,41,29,38
"53005011701","Census Tract 117.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 117.01",,,,1428,1244,801,443,0,0,0,54,0,130
"53005011702","Census Tract 117.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 117.02",,,,1927,1769,1580,189,0,0,0,13,0,145
"53005011801","Census Tract 118.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 118.01",,,,1660,1441,1344,97,48,0,15,0,39,117
"53005011802","Census Tract 118.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 118.02",,,,1456,1417,1239,178,0,0,0,0,0,39
"53005011900","Census Tract 119, Benton County, Washington","wa","140","00",,,,"53","005",,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 119",,,,2382,2208,1684,524,0,0,0,0,0,174
"53005012000","Census Tract 120, Benton County, Washington","wa","140","00",,,,"53","005",,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 120",,,,0,0,0,0,0,0,0,0,0,0
"53007960100","Census Tract 9601, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9601",,,,1261,1044,998,46,38,6,9,49,21,94
"53007960201","Census Tract 9602.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9602.01",,,,1916,1350,1216,134,11,0,25,236,0,294
"53007960202","Census Tract 9602.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9602.02",,,,1060,641,641,0,0,0,0,94,0,325
"53007960203","Census Tract 9602.03, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9602.03",,,,289,211,211,0,0,0,0,15,12,51
"53007960301","Census Tract 9603.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9603.01",,,,642,422,405,17,0,0,0,114,40,66
"53007960302","Census Tract 9603.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9603.02",,,,1611,1298,1298,0,0,0,0,97,88,128
"53007960303","Census Tract 9603.03, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9603.03",,,,673,522,456,66,0,0,0,63,4,84
"53007960400","Census Tract 9604, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9604",,,,2029,1712,1466,246,0,0,0,49,87,181
"53007960501","Census Tract 9605.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9605.01",,,,1229,1159,1121,38,0,0,0,18,5,47
"53007960502","Census Tract 9605.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9605.02",,,,2788,2496,2025,471,0,0,0,41,134,117
"53007960600","Census Tract 9606, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9606",,,,1848,1437,1315,122,54,0,7,117,38,195
"53007960700","Census Tract 9607, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9607",,,,1948,1592,1500,92,12,0,0,14,31,299
"53007960801","Census Tract 9608.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9608.01",,,,1346,1199,1096,103,0,0,21,0,0,126
"53007960803","Census Tract 9608.03, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9608.03",,,,1560,1403,1307,96,10,0,0,49,29,69
"53007960804","Census Tract 9608.04, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9608.04",,,,2344,2095,2052,43,0,40,0,0,30,179
"53007961001","Census Tract 9610.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9610.01",,,,1341,1204,1059,145,1,0,17,50,48,21
"53007961002","Census Tract 9610.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9610.02",,,,1669,1332,1092,240,31,0,30,205,16,55
"53007961101","Census Tract 9611.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9611.01",,,,2116,1697,1524,173,21,0,0,87,217,94
"53007961102","Census Tract 9611.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9611.02",,,,3392,2995,2680,315,75,14,9,46,58,195
"53007961200","Census Tract 9612, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9612",,,,1987,1801,1530,271,0,0,0,31,76,79
"53007961301","Census Tract 9613.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9613.01",,,,680,556,517,39,0,0,11,53,0,60
"53007961303","Census Tract 9613.03, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9613.03",,,,1480,1452,1288,164,0,0,0,0,0,28
"53007961304","Census Tract 9613.04, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9613.04",,,,1615,1387,1295,92,5,0,0,30,0,193
"53009000300","Census Tract 3, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3",,,,1905,1488,1221,267,3,0,10,154,0,250
"53009000600","Census Tract 6, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6",,,,1424,1099,947,152,21,0,0,39,13,252
"53009000700","Census Tract 7, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 7",,,,1550,1438,1280,158,0,23,0,42,7,40
"53009000800","Census Tract 8, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 8",,,,1897,1644,1518,126,40,0,22,27,0,164
"53009000900","Census Tract 9, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9",,,,1479,1124,976,148,31,11,23,118,3,169
"53009001000","Census Tract 10, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 10",,,,1110,847,706,141,19,0,0,129,0,115
"53009001100","Census Tract 11, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 11",,,,1632,1420,1286,134,69,0,11,30,0,102
"53009001200","Census Tract 12, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 12",,,,1614,1262,1122,140,15,0,0,70,37,230
"53009001300","Census Tract 13, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 13",,,,1299,1131,1041,90,40,0,0,50,16,62
"53009001400","Census Tract 14, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 14",,,,2089,1410,1175,235,0,0,0,170,39,470
"53009001500","Census Tract 15, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 15",,,,798,683,627,56,1,0,0,0,43,71
"53009001600","Census Tract 16, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 16",,,,1142,947,828,119,20,0,0,21,0,154
"53009001701","Census Tract 17.01, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 17.01",,,,863,755,470,285,0,0,0,29,0,79
"53009001702","Census Tract 17.02, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 17.02",,,,737,561,474,87,0,0,0,14,50,112
"53009001800","Census Tract 18, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 18",,,,1022,822,803,19,0,0,20,0,11,169
"53009001901","Census Tract 19.01, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 19.01",,,,1472,1410,1273,137,10,0,0,13,0,39
"53009001902","Census Tract 19.02, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 19.02",,,,993,895,759,136,0,0,0,0,0,98
"53009002001","Census Tract 20.01, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 20.01",,,,795,638,593,45,0,0,0,85,12,60
"53009002002","Census Tract 20.02, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 20.02",,,,1004,796,751,45,0,0,0,0,0,208
"53009002100","Census Tract 21, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 21",,,,1618,1178,1056,122,16,0,0,243,51,130
"53009002301","Census Tract 23.01, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 23.01",,,,676,566,511,55,0,0,0,0,0,110
"53009002302","Census Tract 23.02, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 23.02",,,,1103,885,717,168,0,0,0,0,1,217
"53009002400","Census Tract 24, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 24",,,,1074,887,690,197,0,0,13,53,24,97
"53009940000","Census Tract 9400, Clallam County, Washington","wa","140","00",,,,"53","009",,,"940000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9400",,,,700,602,575,27,0,0,4,54,4,36
"53009990100","Census Tract 9901, Clallam County, Washington","wa","140","00",,,,"53","009",,,"990100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9901",,,,0,0,0,0,0,0,0,0,0,0
"53011040101","Census Tract 401.01, Clark County, Washington","wa","140","00",,,,"53","011",,,"040101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 401.01",,,,2116,1738,1630,108,9,0,90,21,0,258
"53011040102","Census Tract 401.02, Clark County, Washington","wa","140","00",,,,"53","011",,,"040102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 401.02",,,,1202,1018,974,44,11,0,0,15,0,158
"53011040201","Census Tract 402.01, Clark County, Washington","wa","140","00",,,,"53","011",,,"040201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 402.01",,,,3161,2728,2542,186,18,0,0,20,0,395
"53011040202","Census Tract 402.02, Clark County, Washington","wa","140","00",,,,"53","011",,,"040202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 402.02",,,,1485,1278,1049,229,0,0,0,15,22,170
"53011040203","Census Tract 402.03, Clark County, Washington","wa","140","00",,,,"53","011",,,"040203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 402.03",,,,2107,1852,1760,92,21,0,0,25,20,189
"53011040301","Census Tract 403.01, Clark County, Washington","wa","140","00",,,,"53","011",,,"040301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 403.01",,,,921,704,664,40,0,11,0,0,0,206
"53011040303","Census Tract 403.03, Clark County, Washington","wa","140","00",,,,"53","011",,,"040303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 403.03",,,,2889,2446,2310,136,21,0,0,83,17,322
"53011040304","Census Tract 403.04, Clark County, Washington","wa","140","00",,,,"53","011",,,"040304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 403.04",,,,1115,783,700,83,16,0,0,0,0,316
"53011040305","Census Tract 403.05, Clark County, Washington","wa","140","00",,,,"53","011",,,"040305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 403.05",,,,1211,1105,1032,73,0,0,0,0,0,106
"53011040403","Census Tract 404.03, Clark County, Washington","wa","140","00",,,,"53","011",,,"040403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.03",,,,1868,1517,1483,34,0,0,0,34,0,317
"53011040407","Census Tract 404.07, Clark County, Washington","wa","140","00",,,,"53","011",,,"040407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.07",,,,3142,2751,2447,304,14,0,0,62,41,274
"53011040408","Census Tract 404.08, Clark County, Washington","wa","140","00",,,,"53","011",,,"040408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.08",,,,1565,1151,1055,96,0,56,0,68,11,279
"53011040409","Census Tract 404.09, Clark County, Washington","wa","140","00",,,,"53","011",,,"040409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.09",,,,958,650,623,27,7,0,0,0,67,234
"53011040411","Census Tract 404.11, Clark County, Washington","wa","140","00",,,,"53","011",,,"040411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.11",,,,1188,930,867,63,0,0,0,81,15,162
"53011040412","Census Tract 404.12, Clark County, Washington","wa","140","00",,,,"53","011",,,"040412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.12",,,,2751,2181,2038,143,5,0,0,71,0,494
"53011040413","Census Tract 404.13, Clark County, Washington","wa","140","00",,,,"53","011",,,"040413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.13",,,,1599,1400,1242,158,0,0,0,74,0,125
