Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003
"53003960400","Census Tract 9604, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9604",,,,2520,4113.302,0.612646467860083
"53003960500","Census Tract 9605, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9605",,,,3667,5064.934,0.723997562923071
"53003960600","Census Tract 9606, Asotin County, Washington","wa","140","00",,,,"53","003",,,"960600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9606",,,,4050,1897.328,2.13458131852348
"53005010100","Census Tract 101, Benton County, Washington","wa","140","00",,,,"53","005",,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 101",,,,4996,2050.541,2.43642982129647
"53005010201","Census Tract 102.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"010201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 102.01",,,,6128,364.4635,16.8137535772367
"53005010203","Census Tract 102.03, Benton County, Washington","wa","140","00",,,,"53","005",,,"010203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 102.03",,,,4600,2750.933,1.67215987101099
"53005010204","Census Tract 102.04, Benton County, Washington","wa","140","00",,,,"53","005",,,"010204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 102.04",,,,2761,8005.361,0.344893875956182
"53005010300","Census Tract 103, Benton County, Washington","wa","140","00",,,,"53","005",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 103",,,,5744,2512.658,2.28602564953969
"53005010400","Census Tract 104, Benton County, Washington","wa","140","00",,,,"53","005",,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 104",,,,3492,6020.514,0.580016973051613
"53005010500","Census Tract 105, Benton County, Washington","wa","140","00",,,,"53","005",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 105",,,,3361,3344.18,1.0050297530336
"53005010600","Census Tract 106, Benton County, Washington","wa","140","00",,,,"53","005",,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 106",,,,4885,1629,2.99877219508353
"53005010701","Census Tract 107.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"010701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.01",,,,2122,141.4156,15.0054116080847
"53005010703","Census Tract 107.03, Benton County, Washington","wa","140","00",,,,"53","005",,,"010703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.03",,,,3690,191.045,19.3148261690788
"53005010705","Census Tract 107.05, Benton County, Washington","wa","140","00",,,,"53","005",,,"010705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.05",,,,5889,2036.589,2.89160026996264
"53005010707","Census Tract 107.07, Benton County, Washington","wa","140","00",,,,"53","005",,,"010707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.07",,,,3737,2171.698,1.72077322365972
"53005010708","Census Tract 107.08, Benton County, Washington","wa","140","00",,,,"53","005",,,"010708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 107.08",,,,4438,1667.818,2.66096136352755
"53005010807","Census Tract 108.07, Benton County, Washington","wa","140","00",,,,"53","005",,,"010807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.07",,,,1898,50.43303,37.6340647138133
"53005010809","Census Tract 108.09, Benton County, Washington","wa","140","00",,,,"53","005",,,"010809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.09",,,,6088,4092.68,1.48753391907607
"53005010810","Census Tract 108.10, Benton County, Washington","wa","140","00",,,,"53","005",,,"010810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.10",,,,4908,2160.059,2.2721603343336
"53005010811","Census Tract 108.11, Benton County, Washington","wa","140","00",,,,"53","005",,,"010811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.11",,,,5632,628.8984,8.95534187803187
"53005010814","Census Tract 108.14, Benton County, Washington","wa","140","00",,,,"53","005",,,"010814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.14",,,,5245,145.3991,36.0731308407607
"53005010815","Census Tract 108.15, Benton County, Washington","wa","140","00",,,,"53","005",,,"010815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.15",,,,9102,1429.228,6.36847274968069
"53005010816","Census Tract 108.16, Benton County, Washington","wa","140","00",,,,"53","005",,,"010816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.16",,,,5091,3280.434,1.55192881202538
"53005010817","Census Tract 108.17, Benton County, Washington","wa","140","00",,,,"53","005",,,"010817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.17",,,,6570,3312.101,1.98363544541519
"53005010818","Census Tract 108.18, Benton County, Washington","wa","140","00",,,,"53","005",,,"010818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.18",,,,3323,1332.957,2.49295324920424
"53005010819","Census Tract 108.19, Benton County, Washington","wa","140","00",,,,"53","005",,,"010819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.19",,,,3361,1596.204,2.1056201804796
"53005010820","Census Tract 108.20, Benton County, Washington","wa","140","00",,,,"53","005",,,"010820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 108.20",,,,3919,1832.386,2.13874118335683
"53005010901","Census Tract 109.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"010901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 109.01",,,,6310,2438.466,2.58769268429043
"53005010902","Census Tract 109.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"010902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 109.02",,,,5644,4670.42,1.20845656427752
"53005011001","Census Tract 110.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 110.01",,,,6093,3633.422,1.6769317077917
"53005011002","Census Tract 110.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 110.02",,,,5150,4501.594,1.14403927740206
"53005011100","Census Tract 111, Benton County, Washington","wa","140","00",,,,"53","005",,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 111",,,,8041,4032.027,1.99428221289056
"53005011201","Census Tract 112.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 112.01",,,,4304,7688.769,0.559777497038596
"53005011202","Census Tract 112.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 112.02",,,,3283,8085.277,0.406046668942096
"53005011300","Census Tract 113, Benton County, Washington","wa","140","00",,,,"53","005",,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 113",,,,4856,2329.292,2.0847536745344
"53005011401","Census Tract 114.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 114.01",,,,3698,4174.747,0.885802173600804
"53005011402","Census Tract 114.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 114.02",,,,5259,1862.539,2.82356520570752
"53005011501","Census Tract 115.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 115.01",,,,6543,322.0883,20.3143026145295
"53005011504","Census Tract 115.04, Benton County, Washington","wa","140","00",,,,"53","005",,,"011504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 115.04",,,,2992,585.3203,5.11173140570535
"53005011505","Census Tract 115.05, Benton County, Washington","wa","140","00",,,,"53","005",,,"011505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 115.05",,,,4468,2963.169,1.50784521009364
"53005011506","Census Tract 115.06, Benton County, Washington","wa","140","00",,,,"53","005",,,"011506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 115.06",,,,7605,243.6925,31.2073600341005
"53005011600","Census Tract 116, Benton County, Washington","wa","140","00",,,,"53","005",,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 116",,,,1032,1.726893,597.604918632828
"53005011701","Census Tract 117.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 117.01",,,,3068,532.0178,5.76672401570973
"53005011702","Census Tract 117.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 117.02",,,,5464,661.6144,8.25858652626962
"53005011801","Census Tract 118.01, Benton County, Washington","wa","140","00",,,,"53","005",,,"011801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 118.01",,,,3342,21.08616,158.492607687758
"53005011802","Census Tract 118.02, Benton County, Washington","wa","140","00",,,,"53","005",,,"011802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 118.02",,,,2797,15.58175,179.504918169505
"53005011900","Census Tract 119, Benton County, Washington","wa","140","00",,,,"53","005",,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 119",,,,6631,104.0258,63.7438258401197
"53005012000","Census Tract 120, Benton County, Washington","wa","140","00",,,,"53","005",,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 120",,,,0,0,440.44910169468
"53007960100","Census Tract 9601, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9601",,,,2357,2.842677,829.148107249918
"53007960201","Census Tract 9602.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9602.01",,,,4388,28.04048,156.488039326823
"53007960202","Census Tract 9602.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9602.02",,,,1970,17.19201,114.588083033589
"53007960203","Census Tract 9602.03, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9602.03",,,,1120,1.57364,711.725453554225
"53007960301","Census Tract 9603.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9603.01",,,,1844,15.9077,115.91867143786
"53007960302","Census Tract 9603.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9603.02",,,,2825,49.73354,56.8027095106232
"53007960303","Census Tract 9603.03, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9603.03",,,,1798,642.7601,2.79731103001249
"53007960400","Census Tract 9604, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9604",,,,4139,78.27925,52.8748025087375
"53007960501","Census Tract 9605.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9605.01",,,,2764,35.12447,78.6915831270261
"53007960502","Census Tract 9605.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9605.02",,,,5428,22.37901,242.548768565723
"53007960600","Census Tract 9606, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9606",,,,4177,1187.079,3.51872248056748
"53007960700","Census Tract 9607, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9607",,,,3923,74.57582,52.6041788610604
"53007960801","Census Tract 9608.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9608.01",,,,2950,304.8306,9.67750738613461
"53007960803","Census Tract 9608.03, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9608.03",,,,3767,5354.096,0.70357353007041
"53007960804","Census Tract 9608.04, Chelan County, Washington","wa","140","00",,,,"53","007",,,"960804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9608.04",,,,4683,2332.116,2.00804714153116
"53007961001","Census Tract 9610.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9610.01",,,,2848,8078.289,0.352549895984074
"53007961002","Census Tract 9610.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9610.02",,,,3383,4176.118,0.810082517756839
"53007961101","Census Tract 9611.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9611.01",,,,4348,7354.129,0.591232469030745
"53007961102","Census Tract 9611.02, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9611.02",,,,6431,3133.109,2.05259406607289
"53007961200","Census Tract 9612, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9612",,,,4260,34.97442,121.803301019155
"53007961301","Census Tract 9613.01, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9613.01",,,,1462,226.2862,6.46084460622984
"53007961303","Census Tract 9613.03, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9613.03",,,,4235,5765.164,0.734584484561318
"53007961304","Census Tract 9613.04, Chelan County, Washington","wa","140","00",,,,"53","007",,,"961304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9613.04",,,,3976,405.7285,9.79965775903209
"53009000300","Census Tract 3, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3",,,,4373,197.0965,22.1871066584092
"53009000600","Census Tract 6, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 6",,,,3763,9.140321,411.692335254063
"53009000700","Census Tract 7, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 7",,,,3834,798.4636,4.80172186125959
"53009000800","Census Tract 8, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 8",,,,4033,3321.14,1.2143419197309
"53009000900","Census Tract 9, Clallam County, Washington","wa","140","00",,,,"53","009",,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9",,,,3193,3564.093,0.895880212572413
"53009001000","Census Tract 10, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 10",,,,2435,3538.34,0.688175775331778
"53009001100","Census Tract 11, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 11",,,,3338,780.9781,4.274127138813
"53009001200","Census Tract 12, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 12",,,,3996,1565.837,2.55198904396468
"53009001300","Census Tract 13, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 13",,,,3062,789.1648,3.88005156780649
"53009001400","Census Tract 14, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 14",,,,5368,150.2793,35.7201654988363
"53009001500","Census Tract 15, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 15",,,,2434,12.36208,196.8924767219
"53009001600","Census Tract 16, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 16",,,,3607,432.6628,8.33674596175735
"53009001701","Census Tract 17.01, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 17.01",,,,1992,475.6116,4.18829160598427
"53009001702","Census Tract 17.02, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 17.02",,,,3005,373.916,8.03656387597163
"53009001800","Census Tract 18, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 18",,,,3059,35.60266,85.9205525276565
"53009001901","Census Tract 19.01, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 19.01",,,,3391,509.8957,6.65037984731976
"53009001902","Census Tract 19.02, Clallam County, Washington","wa","140","00",,,,"53","009",,,"001902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 19.02",,,,3007,351.0688,8.56527211709089
"53009002001","Census Tract 20.01, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 20.01",,,,2645,1134.23,2.33197759989622
"53009002002","Census Tract 20.02, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 20.02",,,,3947,788.3012,5.00696953036076
"53009002100","Census Tract 21, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 21",,,,3834,2624.332,1.46094344838663
"53009002301","Census Tract 23.01, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 23.01",,,,1990,96.83382,20.5506697328327
"53009002302","Census Tract 23.02, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 23.02",,,,2738,30.00483,91.2519749126251
"53009002400","Census Tract 24, Clallam County, Washington","wa","140","00",,,,"53","009",,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 24",,,,2739,3.561455,769.067692977728
"53009940000","Census Tract 9400, Clallam County, Washington","wa","140","00",,,,"53","009",,,"940000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9400",,,,1550,36.37898,42.6070174842509
"53009990100","Census Tract 9901, Clallam County, Washington","wa","140","00",,,,"53","009",,,"990100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9901",,,,0,,0
"53011040101","Census Tract 401.01, Clark County, Washington","wa","140","00",,,,"53","011",,,"040101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 401.01",,,,5139,39.89207,128.82257678414
"53011040102","Census Tract 401.02, Clark County, Washington","wa","140","00",,,,"53","011",,,"040102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 401.02",,,,3560,171.328,20.7788607514784
"53011040201","Census Tract 402.01, Clark County, Washington","wa","140","00",,,,"53","011",,,"040201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 402.01",,,,8389,367.8222,22.8072160952097
"53011040202","Census Tract 402.02, Clark County, Washington","wa","140","00",,,,"53","011",,,"040202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 402.02",,,,3691,136.8098,26.9790686288894
"53011040203","Census Tract 402.03, Clark County, Washington","wa","140","00",,,,"53","011",,,"040203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 402.03",,,,4777,200.8988,23.7781395126155
"53011040301","Census Tract 403.01, Clark County, Washington","wa","140","00",,,,"53","011",,,"040301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 403.01",,,,2042,186.4105,10.9543163906551
"53011040303","Census Tract 403.03, Clark County, Washington","wa","140","00",,,,"53","011",,,"040303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 403.03",,,,6084,725.123,8.39029987783727
"53011040304","Census Tract 403.04, Clark County, Washington","wa","140","00",,,,"53","011",,,"040304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 403.04",,,,3051,483.7397,6.30711030321376
"53011040305","Census Tract 403.05, Clark County, Washington","wa","140","00",,,,"53","011",,,"040305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 403.05",,,,3137,395.5879,7.92997033190887
"53011040403","Census Tract 404.03, Clark County, Washington","wa","140","00",,,,"53","011",,,"040403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.03",,,,4348,265.3579,16.3854180019367
"53011040407","Census Tract 404.07, Clark County, Washington","wa","140","00",,,,"53","011",,,"040407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.07",,,,6531,2948.913,2.21471412222759
"53011040408","Census Tract 404.08, Clark County, Washington","wa","140","00",,,,"53","011",,,"040408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.08",,,,3693,470.7358,7.8451653057852
"53011040409","Census Tract 404.09, Clark County, Washington","wa","140","00",,,,"53","011",,,"040409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.09",,,,2328,732.775,3.17696452647657
"53011040411","Census Tract 404.11, Clark County, Washington","wa","140","00",,,,"53","011",,,"040411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.11",,,,2420,3081.907,0.785227962446158
"53011040412","Census Tract 404.12, Clark County, Washington","wa","140","00",,,,"53","011",,,"040412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.12",,,,5847,3826.332,1.52809549696755
"53011040413","Census Tract 404.13, Clark County, Washington","wa","140","00",,,,"53","011",,,"040413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.13",,,,3175,1253.175,2.53356502037847
"53011040414","Census Tract 404.14, Clark County, Washington","wa","140","00",,,,"53","011",,,"040414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.14",,,,6083,1239.062,4.90936097001222
"53011040415","Census Tract 404.15, Clark County, Washington","wa","140","00",,,,"53","011",,,"040415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.15",,,,4431,3191.271,1.38847477285609
"53011040416","Census Tract 404.16, Clark County, Washington","wa","140","00",,,,"53","011",,,"040416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 404.16",,,,3924,507.1579,7.73723584819698
"53011040504","Census Tract 405.04, Clark County, Washington","wa","140","00",,,,"53","011",,,"040504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 405.04",,,,5361,71.36028,75.1258214323773
