Geo_FIPS,Population Density (Per Sq. Mile),White Alone%,Black or African American Alone%,American Indian and Alaska Native Alone%,Asian Alone%,Native Hawaiian and Other Pacific Islander Alone%,Some Other Race Alone%,Two or More Race%,Racial Diversity,Citizenship - Native%,Foreign Born - Naturalized%,Foreign Born - Not a Citizen%,Family Households%,Average Household Size,Less than High School%,High School Graduate%,Some College%,Bachelors Degree%,Masters Degree%,Professional School Degree%,Doctorate Degree%,Unemployed%,Median Household Income (In 2019 Inflation Adjusted Dollars),Average Household Income (In 2019 Inflation Adjusted Dollars),Median Family Income (In 2019 Inflation Adjusted Dollars),Average Family Income (In 2019 Inflation Adjusted Dollars),Per Capita Income (In 2019 Inflation Adjusted Dollars),Owner Occupied%,Renter Occupied%,"1, Detached%","1, Attached%",2%,3 or 4%,5 to 9%,10 to 19%,20 to 49%,50 or More%,Median Value,Median Gross Rent,Median Gross Rent as a Percentage of Household  Income in the Past 12 Months (Dollars),Average Gross Rent for Renter-Occupied Housing Units,2014 or Later%,2010 to 2013%,2000 to 2009%,1990 to 1999%,1980 to 1989%,1970 to 1979%,1960 to 1969%,1950 to 1959%,1940 to 1949%,1939 or Earlier%,"Car, Truck, or Van%",Drove Alone%,Carpooled%,Public Transportation%,Motorcycle%,Bicycle%,Walked%,Other Means%,Less than 10 Minutes%,10 to 19 Minutes%,20 to 29 Minutes%,30 to 39 Minutes%,40 to 59 Minutes%,60 to 89 Minutes%
530330001001.0,3708.992,0.853239656518345,0.0,0.01249024199843872,0.08118657298985169,0.0,0.0,0.05308352849336456,0.7375830382318652,0.7551581843191196,0.0969738651994498,0.14786795048143053,0.77431906614786,2.49,0.0,0.08100558659217877,0.18342644320297952,0.3435754189944134,0.13221601489757914,0.1787709497206704,0.08100558659217877,0.022809123649459785,206400.0,258515.369649805,216667.0,300456.281407035,104882.0,0.9066147859922179,0.0933852140077821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798900.0,1914.0,32.4000015258789,1991.66666666667,0.027237354085603113,0.0,0.06031128404669261,0.038910505836575876,0.06420233463035019,0.07003891050583658,0.20817120622568094,0.19455252918287938,0.18482490272373542,0.1517509727626459,0.6867321867321867,0.6474201474201474,0.03931203931203931,0.04054054054054054,0.0,0.08722358722358722,0.0,0.014742014742014743,0.056296296296296296,0.2814814814814815,0.3762962962962963,0.16,0.09777777777777778,0.028148148148148148
530330001002.0,14342.32,0.5009392611145899,0.1928616155291171,0.0,0.14902943018159048,0.0,0.01878522229179712,0.13838447088290545,0.3298486634888758,0.7562154696132597,0.09737569060773481,0.1464088397790055,0.4891891891891892,2.14,0.1296583850931677,0.13043478260869565,0.3843167701863354,0.18555900621118013,0.09161490683229814,0.07841614906832298,0.0,0.08853575482406356,50714.0,60121.4864864865,49583.0,75180.9392265193,28358.0,0.13783783783783785,0.8621621621621621,0.1340909090909091,0.053409090909090906,0.0,0.07954545454545454,0.0,0.017045454545454544,0.19090909090909092,0.525,603800.0,1423.0,35.2000007629395,1426.17554858934,0.07027027027027027,0.17027027027027028,0.031081081081081083,0.31351351351351353,0.1662162162162162,0.0472972972972973,0.060810810810810814,0.01891891891891892,0.06756756756756757,0.05405405405405406,0.6151930261519303,0.5354919053549191,0.07970112079701121,0.32129514321295144,0.0,0.0,0.0224159402241594,0.0,0.048051948051948054,0.23246753246753246,0.1961038961038961,0.2987012987012987,0.15584415584415584,0.04285714285714286
530330001003.0,10101.8,0.6009681881051175,0.06085753803596127,0.0,0.21507607192254496,0.0,0.050484094052558784,0.07261410788381743,0.4189455721798484,0.7552314521242867,0.09701965757767914,0.14774889029803423,0.43061516452074394,2.05,0.03497164461247637,0.15689981096408318,0.2844990548204159,0.29111531190926276,0.09829867674858223,0.09168241965973535,0.04253308128544423,0.018276762402088774,51397.0,79918.3118741059,115508.0,111739.20265780699,39294.0,0.38626609442060084,0.6137339055793991,0.37307152875175315,0.047685834502103785,0.015427769985974754,0.015427769985974754,0.03506311360448808,0.025245441795231416,0.10098176718092566,0.3870967741935484,554900.0,445.0,26.7999992370605,691.375291375291,0.01859799713876967,0.07010014306151645,0.15879828326180256,0.06437768240343347,0.13876967095851217,0.1301859799713877,0.21316165951359084,0.027181688125894134,0.10157367668097282,0.07725321888412018,0.6462765957446809,0.5252659574468085,0.12101063829787234,0.2712765957446808,0.0,0.026595744680851064,0.05585106382978723,0.0,0.06382978723404255,0.09308510638297872,0.3204787234042553,0.22074468085106383,0.2699468085106383,0.0013297872340425532
530330001004.0,51934.57,0.35660749506903355,0.3759368836291913,0.0039447731755424065,0.10493096646942801,0.0,0.020907297830374753,0.13767258382642997,0.298914370411867,0.7559697146185207,0.09609784507862551,0.14793244030285382,0.41774193548387095,2.04,0.10405643738977072,0.23868312757201646,0.2222222222222222,0.30864197530864196,0.0975896531452087,0.017048794826572605,0.011757789535567314,0.08966861598440545,42150.0,54727.822580645196,41750.0,57814.4787644788,26804.0,0.07741935483870968,0.9225806451612903,0.01430722891566265,0.017319277108433735,0.0,0.023343373493975902,0.04216867469879518,0.2620481927710843,0.24322289156626506,0.39759036144578314,212200.0,1333.0,32.2000007629395,1327.8846153846198,0.2161290322580645,0.14596774193548387,0.05241935483870968,0.03306451612903226,0.12741935483870967,0.267741935483871,0.043548387096774194,0.049193548387096775,0.0,0.06451612903225806,0.6719939117199392,0.5700152207001522,0.1019786910197869,0.2496194824961948,0.0,0.04033485540334855,0.0,0.0,0.056962025316455694,0.14477848101265822,0.2990506329113924,0.17563291139240506,0.2120253164556962,0.07753164556962025
530330001005.0,15089.69,0.6485480268056589,0.034996276991809384,0.00967982129560685,0.21072226358897989,0.0,0.08637379002233805,0.00967982129560685,0.4738909843323173,0.7556766575840145,0.09627611262488647,0.148047229791099,0.37966537966537967,1.72,0.20287081339712917,0.215311004784689,0.23349282296650717,0.21244019138755982,0.10813397129186603,0.0,0.027751196172248804,0.1134453781512605,47292.0,58352.380952381,85136.0,86853.55932203389,34484.0,0.15572715572715573,0.8442728442728443,0.08669108669108669,0.05616605616605617,0.0,0.0,0.018315018315018316,0.0,0.057387057387057384,0.7814407814407814,592000.0,1539.0,43.7000007629395,1505.48780487805,0.059202059202059204,0.07850707850707851,0.6048906048906049,0.1492921492921493,0.0,0.06048906048906049,0.02574002574002574,0.0,0.021879021879021878,0.0,0.6009673518742442,0.3373639661426844,0.26360338573155984,0.2781136638452237,0.0,0.020556227327690448,0.07496977025392987,0.0,0.11166253101736973,0.1054590570719603,0.2729528535980149,0.2506203473945409,0.25930521091811415,0.0
530330002001.0,8681.742,0.8023171614771905,0.056480811006517015,0.0,0.11151339608979001,0.0,0.0,0.029688631426502535,0.6602195619562271,0.7686860739575138,0.11959087332808813,0.11172305271439811,0.671003717472119,2.57,0.03136200716845878,0.17562724014336917,0.20878136200716846,0.3333333333333333,0.21415770609318996,0.011648745519713262,0.025089605734767026,0.01717791411042945,115500.0,112841.078066915,118964.0,116840.72022160699,44306.0,0.7602230483271375,0.23977695167286245,0.7898550724637681,0.1503623188405797,0.0,0.02717391304347826,0.0,0.0,0.03260869565217391,0.0,527000.0,1709.0,27.100000381469698,1579.84496124031,0.0,0.0,0.03717472118959108,0.03531598513011153,0.10408921933085502,0.1654275092936803,0.14684014869888476,0.15427509293680297,0.3104089219330855,0.046468401486988845,0.6828025477707006,0.5337579617834395,0.14904458598726114,0.15796178343949044,0.024203821656050957,0.03694267515923567,0.030573248407643312,0.0,0.0,0.11748633879781421,0.31693989071038253,0.20491803278688525,0.3360655737704918,0.02459016393442623
530330002002.0,6931.416,0.5445180279617365,0.1111111111111111,0.0,0.21559970566593084,0.0,0.03090507726269316,0.09786607799852833,0.3658616878943472,0.769748928352725,0.11941212492345377,0.11083894672382119,0.7393715341959335,2.51,0.11387559808612441,0.1320574162679426,0.22583732057416267,0.35789473684210527,0.10526315789473684,0.016267942583732056,0.04880382775119617,0.06366459627329192,67043.0,73006.2846580407,67378.0,75609.75,29848.0,0.5711645101663586,0.4288354898336414,0.5286506469500925,0.024029574861367836,0.036968576709796676,0.0,0.0,0.11460258780036968,0.14972273567467653,0.14602587800369685,489400.0,1685.0,32.5999984741211,1617.6724137931,0.022181146025878003,0.0,0.12384473197781885,0.23844731977818853,0.10720887245841035,0.05545286506469501,0.08872458410351201,0.21626617375231053,0.11460258780036968,0.033271719038817,0.6965174129353234,0.5091210613598673,0.18739635157545606,0.2222222222222222,0.0,0.0,0.06467661691542288,0.0,0.0,0.1433389544688027,0.178752107925801,0.26138279932546377,0.39291736930860033,0.023608768971332208
530330002003.0,4965.254,0.6288278775079198,0.162090813093981,0.0,0.11351636747624076,0.0,0.03326293558606125,0.06230200633579725,0.4395718597828524,0.7701475595913735,0.1191827468785471,0.11066969353007945,0.46424642464246424,2.08,0.05326331582895724,0.1417854463615904,0.26481620405101275,0.4156039009752438,0.07201800450112528,0.012003000750187547,0.04051012753188297,0.016241299303944315,59570.0,76606.60066006599,61324.0,82841.4691943128,37233.0,0.22552255225522552,0.7744774477447744,0.19653767820773932,0.06720977596741344,0.0,0.0,0.02240325865580448,0.15071283095723015,0.32790224032586557,0.23523421588594703,448400.0,1425.0,32.5,1478.5511363636401,0.0,0.0187018701870187,0.0,0.0187018701870187,0.1474147414741474,0.41694169416941695,0.28492849284928495,0.09790979097909791,0.0,0.015401540154015401,0.5781376518218624,0.49554655870445347,0.0825910931174089,0.3441295546558704,0.0,0.014574898785425101,0.048582995951417005,0.0,0.10024650780608052,0.1988496302382909,0.1799506984387839,0.14790468364831552,0.30073952341824156,0.04026294165981923
530330002004.0,7331.845,0.7088014981273408,0.027153558052434457,0.0,0.18071161048689138,0.0,0.03464419475655431,0.04868913857677903,0.5393644180729146,0.7688524590163934,0.11885245901639344,0.11229508196721312,0.5326732673267327,2.07,0.10473815461346633,0.1059850374064838,0.20074812967581046,0.3104738154613466,0.2082294264339152,0.0,0.06982543640897755,0.055762081784386616,85964.0,98984.55445544551,104205.0,124409.29368029699,47351.0,0.7069306930693069,0.29306930693069305,0.4200351493848858,0.14235500878734622,0.0,0.0,0.17398945518453426,0.028119507908611598,0.026362038664323375,0.20913884007029876,475000.0,1321.0,33.0,1341.89189189189,0.0,0.0,0.0,0.10891089108910891,0.061386138613861385,0.37425742574257426,0.11287128712871287,0.18811881188118812,0.02574257425742574,0.12871287128712872,0.5374015748031497,0.49803149606299213,0.03937007874015748,0.3700787401574803,0.0,0.0,0.0,0.0,0.0650759219088937,0.13665943600867678,0.24945770065075923,0.24945770065075923,0.18872017353579176,0.11062906724511931
530330002005.0,8966.982,0.7045990566037735,0.02830188679245283,0.0,0.07900943396226415,0.0,0.14445754716981132,0.04363207547169811,0.5262750589622641,0.7694743508549715,0.11969601013299556,0.11082963901203294,0.46437994722955145,2.24,0.03836530442035029,0.05421184320266889,0.12343619683069225,0.5254378648874062,0.16263552960800667,0.05004170141784821,0.045871559633027525,0.07028469750889679,89821.0,94112.9287598945,123727.0,123917.045454545,43127.0,0.49076517150395776,0.5092348284960422,0.370712401055409,0.10290237467018469,0.0,0.07255936675461741,0.01978891820580475,0.22031662269129287,0.09630606860158311,0.11741424802110818,430600.0,1781.0,36.0999984741211,1691.19170984456,0.040897097625329816,0.0,0.09630606860158311,0.18337730870712401,0.10158311345646438,0.3113456464379947,0.0,0.17941952506596306,0.044854881266490766,0.04221635883905013,0.4755980861244019,0.4,0.07559808612440191,0.184688995215311,0.0,0.08995215311004785,0.013397129186602871,0.08995215311004785,0.10538116591928251,0.18385650224215247,0.21524663677130046,0.07623318385650224,0.34641255605381166,0.05717488789237668
